1	i didnt feel humiliated	4
2	i can go from feeling so hopeless to so damned hopeful just from being around someone who cares and is awake	4
3	im grabbing a minute to post i feel greedy wrong	0
4	i am ever feeling nostalgic about the fireplace i will know that it is still on the property	3
5	i am feeling grouchy	0
6	ive been feeling a little burdened lately wasnt sure why that was	4
7	ive been taking or milligrams or times recommended amount and ive fallen asleep a lot faster but i also feel like so funny	5
8	i feel as confused about life as a teenager or as jaded as a year old man	1
9	i have been with petronas for years i feel that petronas has performed well and made a huge profit	2
10	i feel romantic too	3
11	i feel like i have to make the suffering i m seeing mean something	4
12	i do feel that running is a divine experience and that i can expect to have some type of spiritual encounter	2
13	i think it s the easiest time of year to feel dissatisfied	0
14	i feel low energy i m just thirsty	4
15	i have immense sympathy with the general point but as a possible proto writer trying to find time to write in the corners of life and with no sign of an agent let alone a publishing contract this feels a little precious	2
16	i do not feel reassured anxiety is on each side	2
17	i didnt really feel that embarrassed	4
18	i feel pretty pathetic most of the time	4
19	i started feeling sentimental about dolls i had as a child and so began a collection of vintage barbie dolls from the sixties	4
20	i now feel compromised and skeptical of the value of every unit of work i put in	1
21	i feel irritated and rejected without anyone doing anything or saying anything	0
22	i am feeling completely overwhelmed i have two strategies that help me to feel grounded pour my heart out in my journal in the form of a letter to god and then end with a list of five things i am most grateful for	1
23	i have the feeling she was amused and delighted	2
24	i was able to help chai lifeline with your support and encouragement is a great feeling and i am so glad you were able to help me	2
25	i already feel like i fucked up though because i dont usually eat at all in the morning	0
26	i still love my so and wish the best for him i can no longer tolerate the effect that bm has on our lives and the fact that is has turned my so into a bitter angry person who is not always particularly kind to the people around him when he is feeling stressed	4
27	i feel so inhibited in someone elses kitchen like im painting on someone elses picture	4
28	i become overwhelmed and feel defeated	4
29	i feel kinda appalled that she feels like she needs to explain in wide and lenghth her body measures etc pp	0
30	i feel more superior dead chicken or grieving child	2
31	i get giddy over feeling elegant in a perfectly fitted pencil skirt	2
32	i remember feeling acutely distressed for a few days	1
33	i have seen heard and read over the past couple of days i am left feeling impressed by more than a few companies	5
34	i climbed the hill feeling frustrated that id pretty much paced entirely wrong for this course and that a factor that has never ever hampered me had made such a dent in the day	0
35	i can t imagine a real life scenario where i would be emotionally connected enough with someone to feel totally accepted and safe where it it morally acceptable for me to have close and prolonged physical contact and where sex won t be expected subsequently	2
36	i am not sure what would make me feel content if anything	2
37	i have been feeling the need to be creative	2
38	i do however want you to know that if something someone is causing you to feel less then your splendid self step away from them	2
39	i feel a bit rude writing to an elderly gentleman to ask for gifts because i feel a bit greedy but what is christmas about if not mild greed	0
40	i need you i need someone i need to be protected and feel safe i am small now i find myself in a season of no words	2
41	i plan to share my everyday life stories traveling adventures inspirations and handmade creations with you and hope you will also feel inspired	2
42	i already have my christmas trees up i got two and am feeling festive which i m sure is spurring me to get started on this book	2
43	ive worn it once on its own with a little concealer and for the days im feeling brave but dont want to be pale then its perfect	2
44	i feel very strongly passionate about when some jerk off decides to poke and make fun of us	2
45	i was feeling so discouraged we are already robbing peter to pay paul to get our cow this year but we cant afford to not get the cow this way	4
46	i was feeling listless from the need of new things something different	4
47	i lost my special mind but don t worry i m still sane i just wanted you to feel what i felt while reading this book i don t know how many times it was said that sam was special but i can guarantee you it was many more times than what i used in that paragraph did i tell you she was special	2
48	i can t let go of that sad feeling that i want to be accepted here in this first home of mine	3
49	on a boat trip to denmark	2
50	i stopped feeling cold and began feeling hot	0
51	i need to feel the dough to make sure its just perfect	2
52	i found myself feeling a little discouraged that morning	4
53	i feel selfish and spoiled	0
54	i was stymied a little bit as i wrote feeling unsure that i might go somewhere with the story unintended	1
55	i bag qaf look who s cryin now jacynthe lookin good feelin gorgeous rupaul the skins scissor sisters valentine the sun fed up kayle who s your daddy gerling awake the unkind u	2
56	i feel you know basically like a fake in the realm of science fiction	4
57	i hate living under my dads roof because it gives him an excuse to be an asshole to me because hes providing for me to live here i think he feels that he needs to make me feel as unwelcome as possible so ill leave	4
58	i keep feeling pleasantly surprised at his supportiveness and also his ease in new situations	5
59	i have this feeling that if i have anymore vigorous sexual activity in the coming yes i misspelt that as cumming days parts of me will begin to fall off	2
60	i feel my mom s graceful warm loving smile as i rob the time to nurture myself and heal	2
61	i feel in they talk the brother in law is extremely popular the one that had no me to think is so stiff	2
62	i ate i could feel a gentle tingle throughout almost as if i was feeling the healing taking place at a cellular level	3
63	i feel like we are pressured into being young beautiful thin and depending on the trend having the girls rejuvenated or butt implants	1
64	i began having them several times a week feeling tortured by the hallucinations moving people and figures sounds and vibrations	1
65	i am now nearly finished the week detox and i feel amazing	5
66	i feel selfish as i read back to my former posts how i have never asked for prayers for others how i never considered that there may be others out there that deserve their prayers answered before my own	0
67	i know the pain parents feel when an enraged child becomes violent	0
68	i have been on a roller coaster of emotions over these supposed feelings that something unpleasant was coming	4
69	i suppose my own truth needs to be shared i havent been feeling very faithful lately ive dwelled more in doubt and uncertainty than i have in faith	3
70	i was feeling brave when i bought it and clearly when i was doing my makeup	2
71	i am feeling miserable but c i am also the proudest mum on earth	4
72	i figure my family loves us no matter what but around anyone else i feel embarrassed when michelle goes ballistic	4
73	i don t necessarily think f bombs and sex are necessary in all stories but i feel reassured when i see them in print journals	2
74	i can feel my ovaries aching talking to me as i like to put it	4
75	i didn t feel like doing much chris and i mostly just took too many pictures of unimportant stuff	4
76	im tired of the book and ready to have it out of here and finding out that i was given unsuitable images and then feeling blamed for the result did not sit well	4
77	i did successfully manage to stretch a mxm canvas i feel that this is an achievement in itself for me and was a worthwhile usage of my money and time i will use the canvas for future briefs	2
78	i think feelings are one of nay the most important things we have	2
79	i feel completely honored to be an influence to this young talented fully alive beautiful girl woman	2
80	i feel angered and firey	0
81	i feel like a miserable piece of garbage	4
82	i feel like i need to make a list leanne would be appalled at the thought so that i dont miss anything	0
83	i drove dannika to school i was feeling a little bit rushed and this is what greeted me as i turned the corner	0
84	i remember feeling so hellip furious with the shooter	0
85	i feel very happy and excited since i learned so many things	2
86	i feel that at shows and around show horses people are trusting and relaxed because most show horses are safe and quiet and are handled frequently	2
87	i only have a couple of things left to make and at the start of december i am done and feeling smug	2
88	i think about how u could make me feel and realize that everything will be ok	2
89	i feel so worthless during those times i was struggling finding work	4
90	i will be able to lay on my bed in the dark and not feel terrified at least for a while	1
91	i was ready to meet mom in the airport and feel her ever supportive arms around me	3
92	im feeling bitter today my mood has been strange the entire day so i guess its that	0
93	when my mums brother passed away after having been involved in a car accident he was bringing me a present as i had passed my form five exams with flying colours	4
94	i am letting go of the animosity that is towards anyone that i feel has wronged me	0
95	i talk to dogs as i feel they cannot understand words but they can read emotions and know how to be supportive i decided i should go home	3
96	i feel like throwing away the shitty piece of shit paper	4
97	im starting to feel wryly amused at the banal comedy of errors my life is turning into	2
98	i find every body beautiful and only want people to feel vital in their bodies	2
99	i hear are owners who feel victimized by their associations the associations attorneys or the property manager	4
100	i say goodbye to the fam theyre all sad a crying and i feel like a heartless bitch because hey im pretty excited to be flying for the first time and you know also to spend a year in another country	0
101	i wont let me child cry it out because i feel that loving her and lily when she was little was going to be opportunities that only lasted for those short few months	3
102	i alba i feel good and im fitting in	2
103	i feel excited about what im doing again i feel like i have a ton of catching up to do	2
104	i also know how good it feels to look back and see that i honored my word and that helps from the start	2
105	i mean really really hard works to obtain such a high technical skill in wushu feel kinda ashamed but somehow motivated when i saw kids doing wushu performances whole heartedly despite their tiredness	4
106	i feel like things are getting a little overwhelming a few spritz of this toner really helps calm and soothe me	2
107	i hope that you realize how such little effort is required to make a person feel better about themselves or their situation whether its me a family member a college or high school friend a neighbor down the street or even a complete stranger	2
108	i am feeling so festive today that i m even going to put the tree up as soon as i ve finished doing this and catching up with the week s goings ons on coronation street	2
109	finding out that i am not ill not seriously	2
110	i did alright in class but a combination of feeling unsuccessful being man handled the stress of late and my horrible week resulted in my almost crying after i finished grappling	4
111	i feel it rarely advances any worthwhile cause and i always stick to the rule of not posting anything online that i wouldnt be prepared to say to somebodys face	2
112	i am feeling all useful	2
113	i feel like some of you have pains and you cannot imagine becoming passionate about the group or the idea that is causing pain	3
114	i feel ugly i m more inclined to wear ratty jeans and a sweatshirt than a beautiful dress though i might still wear a pair of heels around my house to boost my self esteem ever so slightly but i definitely won t bother to buy a new pair	4
115	im not feeling homesick yet so im feeling alright about this	4
116	i dance i should feel pretty	2
117	i workout every morning before and feel fabulous for it	2
118	i feel all of this just from her eyes not from her touch or from her words but from her eyes i know that i can assuredly return this love and know that it shall not be in vain	4
119	i was feeling fabulous until friday morning when i started to get these awful cramps at work	2
120	i feel honoured to have been able to call them friends to share their brotherhood	2
121	i had begun to feel apprehensive when thick black rain clouds stormed into the sky above town	1
122	i had stated to her the reason i feel so fearful is because i feel unsafe	1
123	i didn t feel like getting shaken down by the tsa quite yet so i pulled off to the side at creative croissants for a lunch	1
124	i get into groups i feel really awkward and overcompensate by being too talkative or by getting really quiet	4
125	i am very excited to finally meet that companion that companion who will be with me at all times especially when i am lonely very lonely that companion who will never disappoint me that companion who will put his arms around me and make me feel loved	3
126	i feel they are pretty safe on my blog img src http s	2
127	i feel pretty eager to get it done as i have a fun plan for quilting it	2
128	i am feeling horny so i ask her that lets go home	3
129	i think if a poem doesn t put pressure on me i don t feel uncomfortable in the sense of feeling more than i can feel understanding more than i can understand loving more than i am able to be in love	1
130	i too feel as if i am a stranger in a strange land and i am raising my son in a place that is not his father s ancestral home	5
131	i left to the shower questioning what i feel she was gorgeous such a fantastic body so confident in her movement effortlessly graceful	2
132	i feel energetic and bouncy i m more than happy to go to the gym run around outside with my kids or take the pram for a long walk often i do all three in one day	2
133	i was still feeling strong	2
134	i didn t burst into tears or some other devastating release of feelings or thoughts because i seemed to know that rich also had to go through his own space without me just dumping on him	2
135	i wanted to get a pumpkin spice latte this morning but it was hot and the last thing i wanted was a hot coffee maybe i am feeling a little bitter	0
136	i suppose he feels badly because he was a bit skeptical of her pain over the last few months shes had a hyperchondria and exaggeration habit in the past though he never openly questioned her about it	1
137	i clench to the corners of the bed to feel assured	2
138	i also feel like i am being selfish in not being grateful for the life i do have and the amazing things in it	0
139	i called it god because i d seen god in a book and figured god was the right name for feeling so utterly affirmed and accepted without question	3
140	i don t know why perhaps because other girls in the office had nice short hair or perhaps i was just feeling rebellious	0
141	i do not feel miserable at all because my family is not the type that celebrates eid	4
142	i might go get a car wash if i am feeling really generous my car needs it	2
143	i still feel sleep deprived she is almost sleeping through the night giving us	4
144	i just feel really violent right now	0
145	i am bloging again i am sitting here feeling content with my dogs amp cat etc and i know that how lucky we are the truth is we	2
146	i started feeling funny and then friday i woke up sick as a dog	5
147	i feel a need to protect my parents against the witch hunt that repressed memory therapy can be	4
148	i feel disgusted to even be associated with this woman by my race and nationality	0
149	i laughed then bitterly again but i wasnt feeling bitter	0
150	i couldn t know what he was feeling then i thought that he wished he could have been there with us too for each of us knew that however much we hated it at first it was an experience we would remember forever	4
151	i was feeling quite mellow and i wanted a soft easy look to wear with my beginning of a cold	2
152	i told him that maybe i just need time to think how ive been feeling indecisive about things lately	1
153	i still feel it does the genre a disservice when stories are resolved artifically	2
154	i always know when i am feeling artistic when i write my name while i am in an artistic mood the i in manitz i draw a circle not a dot the bigger the dot the more artistic i am feeling and if it is just a line like an accent mark in spanish im pissed	2
155	i remember feeling really terrified when i was in brazil on a bus that was going up steep mountain hills on the side of the mountain in the middle of a big storm wondering if we were going to fall off	1
156	i could feel her whimper to the thought of being unloved and uncared for	4
157	im certainly not going to sit and tell you whats going on in my personal life but i feel that if you were ever curious about whats going in my life all youd have to do is watch the show	5
158	im sorry that there wasnt more humor in this post but im not feeling all that funny	5
159	i feel ive got my foot in the door of the fantastic world of walking and running the trails fells and mountains	2
160	i say whatever comes in my mind tell you directly what i feel a jealous girl not because i m insecure but because i just love that person a trust worthy friend sweet to the one i love	0
161	i feel strange coming back to work after my one day holiday	1
162	im clearly influenced by the dash happiness of emily dickinson for example and i use dashes instead of colons or semi colons to enhance the feelings of rushed enjambment in the sonnet	0
163	i am fatter because the only thing in my life that can remain under my control is whether or not i get to eat peanut butter on bread when i get home from an impossible day of to first world looking yet third world feeling hell of needy and neglected little girls	4
164	i could claim to redeem the genre but it didn t leave me feeling as entirely frustrated to the point of beating my head against a wall either	0
165	i feel so sad and hopeless	4
166	im getting the feeling that my classes are a little intimidated by the concept of a lit	1
167	i still feel groggy but i have to get up to do the routine for my son	4
168	i have a feeling my view isnt going to be very popular and thats fine	2
169	i want to hold this feeling of shocked awe and wonder forever	5
170	when i heard a rumour that the st year exam results were out i had fear that i might be one of the failures	1
171	i want to feel valued i do and appreciated i do and know the people who love me arent going anywhere even if the nature of the relationship changes	2
172	i know there are days in which you feel distracted	0
173	i use it regularly with relaxing music and always feel invigorated afterward	2
174	im feeling distracted i tend to practice with my eyes shut as much as possible	0
175	i feel like its perfect a w see youtube has its influences i even know trends	2
176	i specifically wanted tango was feeling shy and maks quite the opposite hard to get far enough away from him to get good pics lol	1
177	i also didn t feel very weird sleeping in my bed while the two of them slept in hers	1
178	i just wish okay so i was thinking about it earlier today and heres the thing being all cooped up amp restless has made me feel so needy	4
179	ive lost some weight such that i could fit into a tiny skirt that ive been unable to wear because i didnt feel confident in it until now	2
180	i hope to feel a bit more creative again soon and miss its presence in my life blog	2
181	i am no fan of the current president i am a conservative and it made me feel unwelcome	4
182	i will enclose her verses on her could not weigh much more thinking and feeling curious to hear the odd couple	5
183	i begin to feel complacent with my life here	2
184	i feel vulnerable and alone	1
185	i remember feeling inspired and thinking that it was a fine example of parenting	2
186	i feel like i m always the one getting punished for stupid things and i feel like i m being chastised for behaving	4
187	i really feel that my life is perfect right now and if it isnt too much to ask for i just hope that everything would stay the same	2
188	im there i simply feel contented	2
189	im not saying cut everyone out of your life but i feel its important to find comfort in solitude meditation or working on projects alone	2
190	i think im just being stupid feeling nervous	1
191	i feel honored by it	2
192	i was feeling an act of god at work in my life and it was an amazing feeling	5
193	i feel im like a bird flying in the air in a very carefree manner	2
194	i have to revise my replies over and over again in my mind just to make sure that the reply sounds appropriate enough and that the person who receive the reply will not feel offended	0
195	i felt sad when a friend of mine died and i felt that something had irrevocably gone away from me	4
196	i died would alex and matt feel regretful for not coming to visit	4
197	i feel that educating families and supporting and educationg mamas and papas is key	2
198	im sure its because when i am lost i feel like everyone is being hostile toward me and i hate that feeling	0
199	i feel like these are very boring sewing makes since they are so easy and there is nothing else to say about them than my fabric usage	4
200	i have always liked to use the original fragrance to freshen up and lightly scent my underwear drawer to feel gorgeously glamorous and girly	2
